customerno,company,part_number
WOM001              ,"Woodward, Inc.",A3000               
WOM001              ,"Woodward, Inc.",A3000-TOOL          
JPC001              ,Jarvis Products Corporation,A3001               
WOM001              ,"Woodward, Inc.",A3002               
WOM001              ,"Woodward, Inc.",A3003               
WOM001              ,"Woodward, Inc.",A3004               
KAA001              ,Kahr Arms,A3006               
ATS001              ,"Ametek Thermal Systems, Inc.",A3007               
ATS001              ,"Ametek Thermal Systems, Inc.",A3008               
ATS001              ,"Ametek Thermal Systems, Inc.",A3009               
ATS001              ,"Ametek Thermal Systems, Inc.",A3010               
VTU001              ,"Vision Tech Usa, Inc.",A3011               
VTU001              ,"Vision Tech Usa, Inc.",A3012               
VTU001              ,"Vision Tech Usa, Inc.",A3013               
VTU001              ,"Vision Tech Usa, Inc.",A3014               
VTU001              ,"Vision Tech Usa, Inc.",A3015               
VTU001              ,"Vision Tech Usa, Inc.",A3016               
WOM001              ,"Woodward, Inc.",A3017               
WOM001              ,"Woodward, Inc.",A3018               
ATS001              ,"Ametek Thermal Systems, Inc.",A3021               
ATS001              ,"Ametek Thermal Systems, Inc.",A3022               
CRT002              ,C.R.P. Technology,A3025               
IRT001              ,Interpro Rapid Technoloties,A3026               
IRT001              ,Interpro Rapid Technoloties,A3027               
SPI001              ,"Senco Products, Inc.",A3028               
CAM001              ,"Cmp, Advanced Mech. Solutions",A3034               
JPC001              ,Jarvis Products Corporation,A3035               
JPC001              ,Jarvis Products Corporation,A3036               
JPC001              ,Jarvis Products Corporation,A3037               
JPC001              ,Jarvis Products Corporation,A3038               
HAC001              ,Haemonetics Corporation,A3039               
SPI001              ,"Senco Products, Inc.",A3040               
JPC001              ,Jarvis Products Corporation,A3041               
JPC001              ,Jarvis Products Corporation,A3042               
JPC001              ,Jarvis Products Corporation,A3042T              
OTT001              ,Otto,A3043               
ATU001              ,"Audio Technica, USA",A3044               
ATU001              ,"Audio Technica, USA",A3045               
BFM001              ,Barrett Firearms Mfg. Co.,A3046               
AMA001              ,Arlington Machine And Tool,A3047               
UNI002              ,Universal Instruments,A3048               
JPC001              ,Jarvis Products Corporation,A3049               
LEG001              ,Leica Geosystems,A3050               
LEG001              ,Leica Geosystems,A3050T              
ATS001              ,"Ametek Thermal Systems, Inc.",A3051               
ATS001              ,"Ametek Thermal Systems, Inc.",A3052               
ATS001              ,"Ametek Thermal Systems, Inc.",A3053               
DMI001              ,"Donal Machine, Inc.",A3054               
DMI001              ,"Donal Machine, Inc.",A3054T              
DMI001              ,"Donal Machine, Inc.",A3055               
DMI001              ,"Donal Machine, Inc.",A3056               
DMI001              ,"Donal Machine, Inc.",A3057               
TFI001              ,Tru Form Industries,A3060               
CMS001              ,Cobham Mission Systems Div.,A3061               
ATS001              ,"Ametek Thermal Systems, Inc.",A3062               
WOM001              ,"Woodward, Inc.",A3063               
WOM001              ,"Woodward, Inc.",A3064               
WOM001              ,"Woodward, Inc.",A3065               
WOM001              ,"Woodward, Inc.",A3066               
WOM001              ,"Woodward, Inc.",A3067               
WOM001              ,"Woodward, Inc.",A3068               
WOM001              ,"Woodward, Inc.",A3069               
WOM001              ,"Woodward, Inc.",A3070               
WOM001              ,"Woodward, Inc.",A3071               
TAD001              ,Tobyhanna Army Depot,A3072               
ICG001              ,"Island Components Group, Inc.",A3073               
KNA002              ,"G.S. Precision, Inc.",A3075               
TPI001              ,"Triangle Precision Ind., Inc.",A3077               
ATS001              ,"Ametek Thermal Systems, Inc.",A3078               
ATS001              ,"Ametek Thermal Systems, Inc.",A3079               
ATS001              ,"Ametek Thermal Systems, Inc.",A3080               
ATS001              ,"Ametek Thermal Systems, Inc.",A3081               
ATS001              ,"Ametek Thermal Systems, Inc.",A3082               
WOM001              ,"Woodward, Inc.",A3083               
FMC001              ,"Frontier Machine Co., Inc.",A3084               
FMC001              ,"Frontier Machine Co., Inc.",A3085               
KMI001              ,"Kolar Machine, Inc.",A3086               
THP001              ,Thiokol Propulsion,A3087               
THP001              ,Thiokol Propulsion,A3088               
WOM001              ,"Woodward, Inc.",A3089               
WOM001              ,"Woodward, Inc.",A3090               
SPI001              ,"Senco Products, Inc.",A3092               
OTT001              ,Otto,A3093               
OTT001              ,Otto,A3094               
OTT001              ,Otto,A3095               
ATS001              ,"Ametek Thermal Systems, Inc.",A3096               
OTT001              ,Otto,A3097               
KAA001              ,Kahr Arms,A3098               
ATS001              ,"Ametek Thermal Systems, Inc.",A3099               
ACC002              ,Accudyne Corporation,A3100               
ACE001              ,Advanced Composite Engineering,A3101               
ACE001              ,Advanced Composite Engineering,A3101T              
TEI002              ,Teleflex Inc.,A3102               
OTT001              ,Otto,A3104               
CRT001              ,Jade Manufacturing,A3106               
EKC001              ,Eastman Kodak Company,A3107               
WMI001              ,"Will-mor Manufacturing, Inc.",A3108               
OFC001              ,Ossur (formerly Century Xxii),A3109               
ATS001              ,"Ametek Thermal Systems, Inc.",A3111               
ATS001              ,"Ametek Thermal Systems, Inc.",A3112               
ATS001              ,"Ametek Thermal Systems, Inc.",A3113               
ATS001              ,"Ametek Thermal Systems, Inc.",A3114               
ATS001              ,"Ametek Thermal Systems, Inc.",A3115               
ATS001              ,"Ametek Thermal Systems, Inc.",A3116               
ATS001              ,"Ametek Thermal Systems, Inc.",A3117               
ATS001              ,"Ametek Thermal Systems, Inc.",A3118               
ATS001              ,"Ametek Thermal Systems, Inc.",A3119               
AMA001              ,Arlington Machine And Tool,A3120               
MIM001              ,Micro Machining,A3121               
MIM001              ,Micro Machining,A3122               
ESL001              ,Elbit Systems Ltd.,A3125               
EKC001              ,Eastman Kodak Company,A3126               
SEI002              ,Semikron Incorporated,A3127               
SEI002              ,Semikron Incorporated,A3128               
WOM001              ,"Woodward, Inc.",A3138               
LOI001              ,Lowell Inc.,A3139               
MOI001              ,"Mor-tech, Inc.",A3140               
WOM001              ,"Woodward, Inc.",A3141               
WOM001              ,"Woodward, Inc.",A3142               
WOM001              ,"Woodward, Inc.",A3143               
EEO001              ,Elop Electro Optics,A3149               
EEO001              ,Elop Electro Optics,A3150               
JPC001              ,Jarvis Products Corporation,A3154               
JPC001              ,Jarvis Products Corporation,A3155               
ACL001              ,Astronautics C.A. Ltd.,A3158               
ACL001              ,Astronautics C.A. Ltd.,A3159               
ESL001              ,Elbit Systems Ltd.,A3160               
ESL001              ,Elbit Systems Ltd.,A3161               
EEO001              ,Elop Electro Optics,A3162               
EEO001              ,Elop Electro Optics,A3163               
ESL001              ,Elbit Systems Ltd.,A3167               
ESL001              ,Elbit Systems Ltd.,A3168               
ESL001              ,Elbit Systems Ltd.,A3169               
ESL001              ,Elbit Systems Ltd.,A3170               
ESL001              ,Elbit Systems Ltd.,A3171               
ESL001              ,Elbit Systems Ltd.,A3172               
GOI001              ,"Gov't Of Israel, M.O.D.",A3173               
EES001              ,Efw (elbit Systems Of America,A3174               
EES001              ,Efw (elbit Systems Of America,A3174M              
ESL001              ,Elbit Systems Ltd.,A3175               
ATS001              ,"Ametek Thermal Systems, Inc.",A3177               
ALM003              ,Alexander Machine & Tool Co.,A3179               
ESL001              ,Elbit Systems Ltd.,A3182               
ESL001              ,Elbit Systems Ltd.,A3187               
ELM001              ,Elmec,A3188               
ELM001              ,Elmec,A3189               
ESL001              ,Elbit Systems Ltd.,A3190               
ELM001              ,Elmec,A3191               
ELM001              ,Elmec,A3192               
ELM001              ,Elmec,A3200               
ELM001              ,Elmec,A3201               
ELM001              ,Elmec,A3202               
AMA001              ,Arlington Machine And Tool,A3203               
LAE001              ,Lake Engineering,A3204               
LAE001              ,Lake Engineering,A3205               
NOI001              ,"Mb Aerospace, Sterling Heights",A3211               
GOI001              ,"Gov't Of Israel, M.O.D.",A3221               
ELM001              ,Elmec,A3222               
TAB001              ,Tampa Brass & Aluminum,A3233               
ESL001              ,Elbit Systems Ltd.,A3237               
TSC002              ,The Sherman Corporation,A3245               
NIE001              ,Nisan Engineering & Supply Inc,A3247               
ATS001              ,"Ametek Thermal Systems, Inc.",A3248               
ATS001              ,"Ametek Thermal Systems, Inc.",A3248A              
ATS001              ,"Ametek Thermal Systems, Inc.",A3249               
ATS001              ,"Ametek Thermal Systems, Inc.",A3250               
ESL001              ,Elbit Systems Ltd.,A3251               
ELM001              ,Elmec,A3253               
ATS001              ,"Ametek Thermal Systems, Inc.",A3255               
ESL001              ,Elbit Systems Ltd.,A3257               
HAS001              ,Hamilton Sundstrand,A3265               
HAS001              ,Hamilton Sundstrand,A3266               
ESL001              ,Elbit Systems Ltd.,A3270               
ESL001              ,Elbit Systems Ltd.,A3271               
ESL001              ,Elbit Systems Ltd.,A3272               
PMC001              ,Paramount Machine Company,A3282               
ELM001              ,Elmec,A3283               
HAS001              ,Hamilton Sundstrand,A3289               
HAS001              ,Hamilton Sundstrand,A3290               
CMS001              ,Cobham Mission Systems Div.,A3294               
ELM001              ,Elmec,A3298               
ELM001              ,Elmec,A3312               
HAS001              ,Hamilton Sundstrand,A3317               
MGI001              ,Mgi/metalagraphics,A3323               
NEI001              ,"Nolet Enterprises, Inc.",A3328-FPI           
MMW001              ,"Morsch Machine Works, Inc.",A3344               
AAI001              ,"Applied Aerodynamics, Inc",A3356               
OTT001              ,Otto,A3361               
CAP001              ,Calm Aluminum Pty. Ltd.,A3362               
ACI001              ,"Accudynamics, LLC",A3366               
ACI001              ,"Accudynamics, LLC",A3367               
ACI001              ,"Accudynamics, LLC",A3368               
ACI001              ,"Accudynamics, LLC",A3369               
ACI001              ,"Accudynamics, LLC",A3370               
ACI001              ,"Accudynamics, LLC",A3371               
ACI001              ,"Accudynamics, LLC",A3372               
KNA002              ,"G.S. Precision, Inc.",A3373               
KET001              ,Kennebec Technologies,A3374               
ACI001              ,"Accudynamics, LLC",A3375               
ACI001              ,"Accudynamics, LLC",A3376               
ACI001              ,"Accudynamics, LLC",A3377               
ACI001              ,"Accudynamics, LLC",A3378               
TAB001              ,Tampa Brass & Aluminum,A3379               
CMS001              ,Cobham Mission Systems Div.,A3380               
ELM001              ,Elmec,A3381               
GOI001              ,"Gov't Of Israel, M.O.D.",A3382               
ESL001              ,Elbit Systems Ltd.,A3384               
EES001              ,Efw (elbit Systems Of America,A3384M              
TAB001              ,Tampa Brass & Aluminum,A3388               
ATS001              ,"Ametek Thermal Systems, Inc.",A3402               
COX001              ,"Cox & Company, Inc.",A3403               
OTT001              ,Otto,A3408               
OTT001              ,Otto,A3409               
OTT001              ,Otto,A3410               
OTT001              ,Otto,A3411               
H002                ,H & S Swansons' Tool Company,A3413               
H002                ,H & S Swansons' Tool Company,A3414               
ASA001              ,Aselsan A.S.,A3416               
EES001              ,Efw (elbit Systems Of America,A3419               
ALM003              ,Alexander Machine & Tool Co.,A3420               
MMW001              ,"Morsch Machine Works, Inc.",A3439               
UNI002              ,Universal Instruments,A3440               
KET001              ,Kennebec Technologies,A3444               
TKI001              ,"Turbine Kinetics, Inc.",A3459               
FTG001              ,"Federal Technology Group, Inc.",A3465               
ATS001              ,"Ametek Thermal Systems, Inc.",A3466               
ATS001              ,"Ametek Thermal Systems, Inc.",A3467               
C1L001              ,Cabiran (1991) Ltd,A3472               
C1L001              ,Cabiran (1991) Ltd,A3473               
TSC002              ,The Sherman Corporation,A3481               
TFS001              ,Textron Finance Shared Svc Ctr,A3498               
C1L001              ,Cabiran (1991) Ltd,A3499               
MMW001              ,"Morsch Machine Works, Inc.",A3503               
C1L001              ,Cabiran (1991) Ltd,A3507               
PIS001              ,Primus Intl-university Swaging,A3516               
TEI004              ,Technimeca International,A3517               
COX001              ,"Cox & Company, Inc.",A3523               
WOM001              ,"Woodward, Inc.",A3530               
WOM001              ,"Woodward, Inc.",A3531               
COX001              ,"Cox & Company, Inc.",A3535               
CMS001              ,Cobham Mission Systems Div.,A3540               
YIC001              ,York International Corporation,A3547               
TPE001              ,Turbotech Precision Eng,A3551               
ATS001              ,"Ametek Thermal Systems, Inc.",A3553               
ATS001              ,"Ametek Thermal Systems, Inc.",A3554               
BEH001              ,Bell Helicopter,A3556               
TFS001              ,Textron Finance Shared Svc Ctr,A3566               
H002                ,H & S Swansons' Tool Company,A3568               
YIC001              ,York International Corporation,A3572               
TFS001              ,Textron Finance Shared Svc Ctr,A3573               
ATS001              ,"Ametek Thermal Systems, Inc.",A3577               
ATS001              ,"Ametek Thermal Systems, Inc.",A3578               
ALM003              ,Alexander Machine & Tool Co.,A3579               
ALM003              ,Alexander Machine & Tool Co.,A3580               
CSS001              ,Corning Shared Services,A3584               
CSS001              ,Corning Shared Services,A3585               
TAI002              ,"Tps Aviation, Inc.",A3592               
TAI002              ,"Tps Aviation, Inc.",A3593               
TFS001              ,Textron Finance Shared Svc Ctr,A3603               
OTT001              ,Otto,A3604               
MAM003              ,Mackay Manufacturing,A3606               
KEG001              ,Kearfott Guidance & Navigation,A3610               
TFS001              ,Textron Finance Shared Svc Ctr,A3619               
ASA001              ,Aselsan A.S.,A3633               
ASA001              ,Aselsan A.S.,A3634               
ASA001              ,Aselsan A.S.,A3635               
ASA001              ,Aselsan A.S.,A3636               
ASA001              ,Aselsan A.S.,A3637               
ASA001              ,Aselsan A.S.,A3638               
ASA001              ,Aselsan A.S.,A3639               
ASA001              ,Aselsan A.S.,A3640               
ASA001              ,Aselsan A.S.,A3641               
OTT001              ,Otto,A3642               
FTI001              ,"Foresight Technologies, Inc.",A3661               
HTI001              ,Hoppe Tool Inc.,A3663               
CMS001              ,Cobham Mission Systems Div.,A3677               
FAC001              ,Fab-braze Corporation,BARS                
VTU001              ,"Vision Tech Usa, Inc.",BIKE                
VTU001              ,"Vision Tech Usa, Inc.",BIKE1               
VTU001              ,"Vision Tech Usa, Inc.",BIKE2               
VTU001              ,"Vision Tech Usa, Inc.",BIKE3               
VTU001              ,"Vision Tech Usa, Inc.",BIKE4               
VTU001              ,"Vision Tech Usa, Inc.",BIKE5               
VTU001              ,"Vision Tech Usa, Inc.",BIKE6               
UNI002              ,Universal Instruments,BOOK                
UNI002              ,Universal Instruments,BOOKS               
CAL001              ,Caspian Arms Ltd.,BP1                 
SII002              ,Sonju Industrial Inc.,CANCEL. FEE         
WOM001              ,"Woodward, Inc.",CAROL               
WW001               ,"W. Waller & Son, Inc.",DFRM                
DMI001              ,"Donal Machine, Inc.",DONAL TOOLING       
MSC001              ,Meiko Scientific Corporation,D007                
MSC001              ,Meiko Scientific Corporation,D009                
MSC001              ,Meiko Scientific Corporation,D011                
MSC001              ,Meiko Scientific Corporation,D013                
MSC001              ,Meiko Scientific Corporation,D015                
MSC001              ,Meiko Scientific Corporation,D029                
JPC001              ,Jarvis Products Corporation,E280                
FAC001              ,Fab-braze Corporation,FAB-BRAZE           
JPC001              ,Jarvis Products Corporation,FFF5                
HMS001              ,Harvard Medical School,FRAME               
EKC001              ,Eastman Kodak Company,F1130               
EKC001              ,Eastman Kodak Company,F1131               
FTG001              ,"Federal Technology Group, Inc.",F357                
NIM001              ,Nim-cor,F535                
NIM001              ,Nim-cor,F536                
FTG001              ,"Federal Technology Group, Inc.",F537                
NIM001              ,Nim-cor,F612                
ACC001              ,Acushnet Company,GOLF-PROTOTYPE      
ADO001              ,Agfa Div. Of Bayer Corp.,GOLF1               
CAL001              ,Caspian Arms Ltd.,GRIP                
ICG001              ,"Island Components Group, Inc.",G127                
ICG001              ,"Island Components Group, Inc.",G128                
QCC001              ,Quality Castings Co. Of N.H.,H.T.                
HYS001              ,Hypobaric Systems,HAND                
CPM001              ,Costa Precision Mfg. Corp.,HEAT TREAT          
FTG001              ,"Federal Technology Group, Inc.",HEATTREATPANELS     
TAB001              ,Tampa Brass & Aluminum,H001                
WW001               ,"W. Waller & Son, Inc.",JFRM                
DPM001              ,Defense Procurement Mfg. Svcs.,J15B                
DPM001              ,Defense Procurement Mfg. Svcs.,J15M                
DPM001              ,Defense Procurement Mfg. Svcs.,J15S                
PTC001              ,Pine Tree Castings,KOU9                
PTC001              ,Pine Tree Castings,KXRN3               
COI001              ,"Compositech, Inc./zipp",LUG                 
BFM001              ,Barrett Firearms Mfg. Co.,LWR                 
MSC002              ,Manufacturing Sciences Corp.,MISC                
BRI001              ,"Brazonics, Inc.",MISC3               
CAG001              ,Callaway Golf,MMC SAMPLES         
MII002              ,Milliken Intertechnologies,M200                
EAC001              ,Essential Arms Company,N10B                
EAC001              ,Essential Arms Company,N10C                
PTC001              ,Pine Tree Castings,OU20                
VTU001              ,"Vision Tech Usa, Inc.",PART1               
COI001              ,"Compositech, Inc./zipp",PEDL                
ALM001              ,"Alloy Machine & Tool Co., Inc.",PENETRANT           
FCI001              ,Fisher Controls Int'l LLC,PENETRANT TEST      
LUI001              ,Lubricants International,PROTOTYPE           
WAI001              ,"Waveline, Inc.",P778                
WAI001              ,"Waveline, Inc.",P812                
PTC001              ,Pine Tree Castings,Q026                
TSC001              ,"Tarnhelm Supply Co., Inc.",Q122                
SEI001              ,"Santin Engineering, Inc.",SAM1                
SEI001              ,"Santin Engineering, Inc.",SAM3                
ATS001              ,"Ametek Thermal Systems, Inc.",SA3008              
ATS001              ,"Ametek Thermal Systems, Inc.",SA3009              
JPC001              ,Jarvis Products Corporation,SA3041              
BFM001              ,Barrett Firearms Mfg. Co.,SA3046              
UNI002              ,Universal Instruments,SA3047              
OTT001              ,Otto,SA3104              
OFC001              ,Ossur (formerly Century Xxii),SA3109              
MIM001              ,Micro Machining,SA3122              
SEI002              ,Semikron Incorporated,SA3127              
SEI002              ,Semikron Incorporated,SA3128              
JAR001              ,"J.A. Reinhardt & Co., Inc.",SA3136              
JAR001              ,"J.A. Reinhardt & Co., Inc.",SA3137              
WOM001              ,"Woodward, Inc.",SA3138              
MOI001              ,"Mor-tech, Inc.",SA3140              
WOM001              ,"Woodward, Inc.",SA3141              
WOM001              ,"Woodward, Inc.",SA3142              
WOM001              ,"Woodward, Inc.",SA3143              
EEO001              ,Elop Electro Optics,SA3149              
EEO001              ,Elop Electro Optics,SA3150              
JPC001              ,Jarvis Products Corporation,SA3154              
JPC001              ,Jarvis Products Corporation,SA3155              
ATS001              ,"Ametek Thermal Systems, Inc.",SA3156              
ATS001              ,"Ametek Thermal Systems, Inc.",SA3157              
ACL001              ,Astronautics C.A. Ltd.,SA3158              
ACL001              ,Astronautics C.A. Ltd.,SA3159              
ESL001              ,Elbit Systems Ltd.,SA3160              
ESL001              ,Elbit Systems Ltd.,SA3161              
EEO001              ,Elop Electro Optics,SA3162              
EEO001              ,Elop Electro Optics,SA3163              
HDO001              ,Houlton Div. Of Smith & Wesson,SA3164              
ESL001              ,Elbit Systems Ltd.,SA3167              
ESL001              ,Elbit Systems Ltd.,SA3168              
ESL001              ,Elbit Systems Ltd.,SA3169              
ESL001              ,Elbit Systems Ltd.,SA3170              
ESL001              ,Elbit Systems Ltd.,SA3171              
ESL001              ,Elbit Systems Ltd.,SA3172              
GOI001              ,"Gov't Of Israel, M.O.D.",SA3173              
EES001              ,Efw (elbit Systems Of America,SA3174              
ESL001              ,Elbit Systems Ltd.,SA3175              
ATS001              ,"Ametek Thermal Systems, Inc.",SA3177              
PTC001              ,Pine Tree Castings,SA3178              
H002                ,H & S Swansons' Tool Company,SA3179              
ESL001              ,Elbit Systems Ltd.,SA3182              
EES001              ,Efw (elbit Systems Of America,SA3187              
ESL001              ,Elbit Systems Ltd.,SA3188              
ESL001              ,Elbit Systems Ltd.,SA3189              
ESL001              ,Elbit Systems Ltd.,SA3190              
GOI001              ,"Gov't Of Israel, M.O.D.",SA3191              
ESL001              ,Elbit Systems Ltd.,SA3192              
GOI001              ,"Gov't Of Israel, M.O.D.",SA3200              
GOI001              ,"Gov't Of Israel, M.O.D.",SA3201              
GOI001              ,"Gov't Of Israel, M.O.D.",SA3202              
UNI002              ,Universal Instruments,SA3203              
NOI001              ,"Mb Aerospace, Sterling Heights",SA3211              
GOI001              ,"Gov't Of Israel, M.O.D.",SA3221              
GOI001              ,"Gov't Of Israel, M.O.D.",SA3222              
TAB001              ,Tampa Brass & Aluminum,SA3233              
ESL001              ,Elbit Systems Ltd.,SA3237              
KIL001              ,Kinetics Ltd,SA3247              
